Question,Document,Label
"when did andrea doria sink	The incident and its aftermath were heavily covered by the news media .	0",,
"when did andrea doria sink	Andrea Doria was the last major transatlantic passenger vessel to sink before aircraft became the preferred method of travel .	0",,
"what are dialysis tubes	Dialysis tubing	0",,
"what are dialysis tubes	Dialysis tubing is a type of semi- or partially permeable membrane tubing made from regenerated cellulose or cellophane .	1",,
"what are dialysis tubes	It can be used for diffusion with solutes or osmosis if used with water only .	0",,
"what are dialysis tubes	Osmosis is when water passes through a semi-permeable layer to reach equilibrium .	0",,
"what are dialysis tubes	It will only allow molecules to pass through a semi-permeable membrane or layer if the molecule is small enough to fit through the membrane or a membrane 's pore .	0",,
"who invented the thermometer	Mercury laboratory thermometer	0",,
"what are the names of the 7 dwarfs	Snow White and the Seven Dwarfs is a 1937 American animated musical fantasy film produced by Walt Disney and released by RKO Radio Pictures .	0",,
"What songs were used in the Viva La Bam episode Raab 's Russian Mail Order Bride	The show ran for 5 seasons between 2003 and 2005 .	0",,
"when flushed away came out on dvd	Flushed Away is a 2006 British/American computer animated action / adventure comedy film directed by David Bowers and Sam Fell .	0",,
"when did boston braves move	The Atlanta Braves are a professional baseball team based in Atlanta .	0",,
"when did boston braves move	The Braves are a member of the Eastern Division of Major League Baseball 's National League .	0",,
"when did boston braves move	The Braves have played in Turner Field since 1997 .	0",,
"when did boston braves move	The Braves are the only MLB franchise to have won the World Series in three different home cities .	0",,
"when did boston braves move	They are considered `` the oldest continuously playing team in major North American sports . ''	0",,
"what are leaf lobe	The leaves of a Beech tree	0",,
"what are leaf lobe	Foliage is a mass noun that refers to leaves as a feature of plants .	0",,
"Who played Spanky on Little Rascals	Title card for the 1937 Our Gang comedy Rushin ' Ballet .	0",,
"Who played Spanky on Little Rascals	Our Gang ( also known as The Little Rascals or Hal Roach 's Rascals ) are a series of American comedy short films about a group of poor neighborhood children and their adventures .	0",,
"Who played Spanky on Little Rascals	Such a thing had never been done before in cinema but has since been repeated after the success of Our Gang .	0",,
"Who played Spanky on Little Rascals	The first production at the Roach studio in 1922 was a series of silent short subjects .	0",,
"when did zacharias janssen make a discovery related to the cell theory	Janssen is sometimes also credited for inventing the first truly compound microscope .	0",,
"what state is tahoe in	Lake Tahoe ( ; Washo : d√° îaw ) is a large freshwater lake in the Sierra Nevada of the United States .	0",,
"what state is tahoe in	Lake Tahoe is the largest alpine lake in North America .	0",,
"what state is tahoe in	The lake was formed about 2 million years ago and is a part of the Lake Tahoe Basin with the modern lake being shaped during the ice ages .	0",,
"what state is tahoe in	It is known for the clarity of its water and the panorama of surrounding mountains on all sides .	0",,
"what state is tahoe in	Lake Tahoe is a major tourist attraction in both Nevada and California .	0",,
"what state is tahoe in	Snow and skiing are a significant part of the area 's economy and reputation .	0",,
"what state is tahoe in	Mountain and lake scenery are attractions throughout the year .	0",,
"what state is tahoe in	The Nevada side also includes large casinos .	0",,
"who proposed amendment 27	Page 1 of the Twenty-seventh Amendment 's certification in the National Archives	0",,
"who proposed amendment 27	Page 2 of the amendment 's certification	0",,
"who proposed amendment 27	Page 3 of the amendment 's certification	0",,
"who proposed amendment 27	The Twenty-seventh Amendment ( Amendment XXVII ) prohibits any law that increases or decreases the salary of members of the Congress from taking effect until the start of the next set of terms of office for Representatives .	0",,
"who proposed amendment 27	It is the most recent amendment to the United States Constitution .	0",,
"who proposed amendment 27	It was submitted to the states for ratification in 1789 and was adopted in 1992 .	0",,
"when they came for the jews	There is some disagreement over the exact wording of the quotation and when it was created ; the content of the quotation may have been presented differently by Niem√∂ller on different occasions .	0",,
"what are four thirds cameras	Four Thirds logo	0",,
"what are four thirds cameras	The Four Thirds system is a standard created by Olympus and Kodak for digital single-lens reflex camera ( DSLR ) design and development. < ref name='DPReview.com 2001-02-13 ' >	1",,
"what are four thirds cameras	seems to cover the standard .	0",,
"what is a HVAC company	The means of air delivery and removal from spaces is known as room air distribution .	0",,
"what is a HVAC company	The starting point in carrying out an estimate both for cooling and heating depends on the exterior climate and interior specified conditions .	0",,
"what is a HVAC company	Building permits and code-compliance inspections of the installations are normally required for all sizes of buildings .	0",,
"who did james bond work for	Additionally a series of novels based on Bond 's youth‚Ä?Young Bond ‚Äîwas written by Charlie Higson .	0",,
"who did james bond work for	A comic strip series also ran in the Daily Express newspaper .	0",,
"who did james bond work for	There have also been twenty-five Bond films ; seven actors have played Bond in these films .	0",,
"who wrote nature boy	The song tells a fantasy of a `` strange enchanted boy ... who wandered very far '' only to learn that `` the greatest thing ... was just to love and be loved in return '' .	0",,
"what numbers the louisiana	Louisiana is the 31st most extensive and the 25th most populous of the 50 United States .	0",,
"what numbers the louisiana	Its capital is Baton Rouge and largest city is New Orleans .	0",,
